Seq	Host	Starttime	JobRuntime	Send	Receive	Exitval	Signal	Command
29	hadoop286.research.att.com	1761337370.321	 19611.898	0	596	137	0	echo mkdir\ -p\ /home/cea/projects/gerador_grafos/resultados_experimentos/exp_simples_completo/2991474091\ \&\&\ timeout\ --signal\=SIGKILL\ 22h\ bash\ -lc\ \'export\ PYTHONIOENCODING\=UTF-8\;\ export\ OMP_NUM_THREADS\=24\;\ export\ MKL_NUM_THREADS\=24\;\ /home/cea/tools/anaconda3/envs/gerador_grafos/bin/python3\ -u\ /home/cea/projects/gerador_grafos/src/experimentos/simples.py\ --output_dir\ /home/cea/projects/gerador_grafos/resultados_experimentos/exp_simples_completo/2991474091\ --seeds\ 2991474091\ --max_vertices\ 1000000\ \&\>\ /home/cea/projects/gerador_grafos/resultados_experimentos/exp_simples_completo/2991474091/log.txt\'; eval mkdir\ -p\ /home/cea/projects/gerador_grafos/resultados_experimentos/exp_simples_completo/2991474091\ \&\&\ timeout\ --signal\=SIGKILL\ 22h\ bash\ -lc\ \'export\ PYTHONIOENCODING\=UTF-8\;\ export\ OMP_NUM_THREADS\=24\;\ export\ MKL_NUM_THREADS\=24\;\ /home/cea/tools/anaconda3/envs/gerador_grafos/bin/python3\ -u\ /home/cea/projects/gerador_grafos/src/experimentos/simples.py\ --output_dir\ /home/cea/projects/gerador_grafos/resultados_experimentos/exp_simples_completo/2991474091\ --seeds\ 2991474091\ --max_vertices\ 1000000\ \&\>\ /home/cea/projects/gerador_grafos/resultados_experimentos/exp_simples_completo/2991474091/log.txt\';
25	hadoop287.research.att.com	1761337370.294	 21064.712	0	596	137	0	echo mkdir\ -p\ /home/cea/projects/gerador_grafos/resultados_experimentos/exp_simples_completo/1642444692\ \&\&\ timeout\ --signal\=SIGKILL\ 22h\ bash\ -lc\ \'export\ PYTHONIOENCODING\=UTF-8\;\ export\ OMP_NUM_THREADS\=24\;\ export\ MKL_NUM_THREADS\=24\;\ /home/cea/tools/anaconda3/envs/gerador_grafos/bin/python3\ -u\ /home/cea/projects/gerador_grafos/src/experimentos/simples.py\ --output_dir\ /home/cea/projects/gerador_grafos/resultados_experimentos/exp_simples_completo/1642444692\ --seeds\ 1642444692\ --max_vertices\ 1000000\ \&\>\ /home/cea/projects/gerador_grafos/resultados_experimentos/exp_simples_completo/1642444692/log.txt\'; eval mkdir\ -p\ /home/cea/projects/gerador_grafos/resultados_experimentos/exp_simples_completo/1642444692\ \&\&\ timeout\ --signal\=SIGKILL\ 22h\ bash\ -lc\ \'export\ PYTHONIOENCODING\=UTF-8\;\ export\ OMP_NUM_THREADS\=24\;\ export\ MKL_NUM_THREADS\=24\;\ /home/cea/tools/anaconda3/envs/gerador_grafos/bin/python3\ -u\ /home/cea/projects/gerador_grafos/src/experimentos/simples.py\ --output_dir\ /home/cea/projects/gerador_grafos/resultados_experimentos/exp_simples_completo/1642444692\ --seeds\ 1642444692\ --max_vertices\ 1000000\ \&\>\ /home/cea/projects/gerador_grafos/resultados_experimentos/exp_simples_completo/1642444692/log.txt\';
13	hadoop266.research.att.com	1761337370.217	 21369.115	0	596	137	0	echo mkdir\ -p\ /home/cea/projects/gerador_grafos/resultados_experimentos/exp_simples_completo/1477598055\ \&\&\ timeout\ --signal\=SIGKILL\ 22h\ bash\ -lc\ \'export\ PYTHONIOENCODING\=UTF-8\;\ export\ OMP_NUM_THREADS\=24\;\ export\ MKL_NUM_THREADS\=24\;\ /home/cea/tools/anaconda3/envs/gerador_grafos/bin/python3\ -u\ /home/cea/projects/gerador_grafos/src/experimentos/simples.py\ --output_dir\ /home/cea/projects/gerador_grafos/resultados_experimentos/exp_simples_completo/1477598055\ --seeds\ 1477598055\ --max_vertices\ 1000000\ \&\>\ /home/cea/projects/gerador_grafos/resultados_experimentos/exp_simples_completo/1477598055/log.txt\'; eval mkdir\ -p\ /home/cea/projects/gerador_grafos/resultados_experimentos/exp_simples_completo/1477598055\ \&\&\ timeout\ --signal\=SIGKILL\ 22h\ bash\ -lc\ \'export\ PYTHONIOENCODING\=UTF-8\;\ export\ OMP_NUM_THREADS\=24\;\ export\ MKL_NUM_THREADS\=24\;\ /home/cea/tools/anaconda3/envs/gerador_grafos/bin/python3\ -u\ /home/cea/projects/gerador_grafos/src/experimentos/simples.py\ --output_dir\ /home/cea/projects/gerador_grafos/resultados_experimentos/exp_simples_completo/1477598055\ --seeds\ 1477598055\ --max_vertices\ 1000000\ \&\>\ /home/cea/projects/gerador_grafos/resultados_experimentos/exp_simples_completo/1477598055/log.txt\';
15	hadoop277.research.att.com	1761337370.230	 78117.842	0	596	137	0	echo mkdir\ -p\ /home/cea/projects/gerador_grafos/resultados_experimentos/exp_simples_completo/1157679575\ \&\&\ timeout\ --signal\=SIGKILL\ 22h\ bash\ -lc\ \'export\ PYTHONIOENCODING\=UTF-8\;\ export\ OMP_NUM_THREADS\=24\;\ export\ MKL_NUM_THREADS\=24\;\ /home/cea/tools/anaconda3/envs/gerador_grafos/bin/python3\ -u\ /home/cea/projects/gerador_grafos/src/experimentos/simples.py\ --output_dir\ /home/cea/projects/gerador_grafos/resultados_experimentos/exp_simples_completo/1157679575\ --seeds\ 1157679575\ --max_vertices\ 1000000\ \&\>\ /home/cea/projects/gerador_grafos/resultados_experimentos/exp_simples_completo/1157679575/log.txt\'; eval mkdir\ -p\ /home/cea/projects/gerador_grafos/resultados_experimentos/exp_simples_completo/1157679575\ \&\&\ timeout\ --signal\=SIGKILL\ 22h\ bash\ -lc\ \'export\ PYTHONIOENCODING\=UTF-8\;\ export\ OMP_NUM_THREADS\=24\;\ export\ MKL_NUM_THREADS\=24\;\ /home/cea/tools/anaconda3/envs/gerador_grafos/bin/python3\ -u\ /home/cea/projects/gerador_grafos/src/experimentos/simples.py\ --output_dir\ /home/cea/projects/gerador_grafos/resultados_experimentos/exp_simples_completo/1157679575\ --seeds\ 1157679575\ --max_vertices\ 1000000\ \&\>\ /home/cea/projects/gerador_grafos/resultados_experimentos/exp_simples_completo/1157679575/log.txt\';
4	hadoop278.research.att.com	1761337370.160	 79200.332	0	601	137	0	echo mkdir\ -p\ /home/cea/projects/gerador_grafos/resultados_experimentos/exp_powerlaw_completo/1549035388\ \&\&\ timeout\ --signal\=SIGKILL\ 22h\ bash\ -lc\ \'export\ PYTHONIOENCODING\=UTF-8\;\ export\ OMP_NUM_THREADS\=24\;\ export\ MKL_NUM_THREADS\=24\;\ /home/cea/tools/anaconda3/envs/gerador_grafos/bin/python3\ -u\ /home/cea/projects/gerador_grafos/src/experimentos/power_law.py\ --output_dir\ /home/cea/projects/gerador_grafos/resultados_experimentos/exp_powerlaw_completo/1549035388\ --seeds\ 1549035388\ --max_vertices\ 1000000\ \&\>\ /home/cea/projects/gerador_grafos/resultados_experimentos/exp_powerlaw_completo/1549035388/log.txt\'; eval mkdir\ -p\ /home/cea/projects/gerador_grafos/resultados_experimentos/exp_powerlaw_completo/1549035388\ \&\&\ timeout\ --signal\=SIGKILL\ 22h\ bash\ -lc\ \'export\ PYTHONIOENCODING\=UTF-8\;\ export\ OMP_NUM_THREADS\=24\;\ export\ MKL_NUM_THREADS\=24\;\ /home/cea/tools/anaconda3/envs/gerador_grafos/bin/python3\ -u\ /home/cea/projects/gerador_grafos/src/experimentos/power_law.py\ --output_dir\ /home/cea/projects/gerador_grafos/resultados_experimentos/exp_powerlaw_completo/1549035388\ --seeds\ 1549035388\ --max_vertices\ 1000000\ \&\>\ /home/cea/projects/gerador_grafos/resultados_experimentos/exp_powerlaw_completo/1549035388/log.txt\';
6	hadoop284.research.att.com	1761337370.173	 79200.330	0	597	137	0	echo mkdir\ -p\ /home/cea/projects/gerador_grafos/resultados_experimentos/exp_powerlaw_completo/795578792\ \&\&\ timeout\ --signal\=SIGKILL\ 22h\ bash\ -lc\ \'export\ PYTHONIOENCODING\=UTF-8\;\ export\ OMP_NUM_THREADS\=24\;\ export\ MKL_NUM_THREADS\=24\;\ /home/cea/tools/anaconda3/envs/gerador_grafos/bin/python3\ -u\ /home/cea/projects/gerador_grafos/src/experimentos/power_law.py\ --output_dir\ /home/cea/projects/gerador_grafos/resultados_experimentos/exp_powerlaw_completo/795578792\ --seeds\ 795578792\ --max_vertices\ 1000000\ \&\>\ /home/cea/projects/gerador_grafos/resultados_experimentos/exp_powerlaw_completo/795578792/log.txt\'; eval mkdir\ -p\ /home/cea/projects/gerador_grafos/resultados_experimentos/exp_powerlaw_completo/795578792\ \&\&\ timeout\ --signal\=SIGKILL\ 22h\ bash\ -lc\ \'export\ PYTHONIOENCODING\=UTF-8\;\ export\ OMP_NUM_THREADS\=24\;\ export\ MKL_NUM_THREADS\=24\;\ /home/cea/tools/anaconda3/envs/gerador_grafos/bin/python3\ -u\ /home/cea/projects/gerador_grafos/src/experimentos/power_law.py\ --output_dir\ /home/cea/projects/gerador_grafos/resultados_experimentos/exp_powerlaw_completo/795578792\ --seeds\ 795578792\ --max_vertices\ 1000000\ \&\>\ /home/cea/projects/gerador_grafos/resultados_experimentos/exp_powerlaw_completo/795578792/log.txt\';
2	hadoop258.research.att.com	1761337370.148	 79200.361	0	597	137	0	echo mkdir\ -p\ /home/cea/projects/gerador_grafos/resultados_experimentos/exp_powerlaw_completo/604827988\ \&\&\ timeout\ --signal\=SIGKILL\ 22h\ bash\ -lc\ \'export\ PYTHONIOENCODING\=UTF-8\;\ export\ OMP_NUM_THREADS\=24\;\ export\ MKL_NUM_THREADS\=24\;\ /home/cea/tools/anaconda3/envs/gerador_grafos/bin/python3\ -u\ /home/cea/projects/gerador_grafos/src/experimentos/power_law.py\ --output_dir\ /home/cea/projects/gerador_grafos/resultados_experimentos/exp_powerlaw_completo/604827988\ --seeds\ 604827988\ --max_vertices\ 1000000\ \&\>\ /home/cea/projects/gerador_grafos/resultados_experimentos/exp_powerlaw_completo/604827988/log.txt\'; eval mkdir\ -p\ /home/cea/projects/gerador_grafos/resultados_experimentos/exp_powerlaw_completo/604827988\ \&\&\ timeout\ --signal\=SIGKILL\ 22h\ bash\ -lc\ \'export\ PYTHONIOENCODING\=UTF-8\;\ export\ OMP_NUM_THREADS\=24\;\ export\ MKL_NUM_THREADS\=24\;\ /home/cea/tools/anaconda3/envs/gerador_grafos/bin/python3\ -u\ /home/cea/projects/gerador_grafos/src/experimentos/power_law.py\ --output_dir\ /home/cea/projects/gerador_grafos/resultados_experimentos/exp_powerlaw_completo/604827988\ --seeds\ 604827988\ --max_vertices\ 1000000\ \&\>\ /home/cea/projects/gerador_grafos/resultados_experimentos/exp_powerlaw_completo/604827988/log.txt\';
10	hadoop276.research.att.com	1761337370.198	 79200.330	0	601	137	0	echo mkdir\ -p\ /home/cea/projects/gerador_grafos/resultados_experimentos/exp_powerlaw_completo/1127200130\ \&\&\ timeout\ --signal\=SIGKILL\ 22h\ bash\ -lc\ \'export\ PYTHONIOENCODING\=UTF-8\;\ export\ OMP_NUM_THREADS\=24\;\ export\ MKL_NUM_THREADS\=24\;\ /home/cea/tools/anaconda3/envs/gerador_grafos/bin/python3\ -u\ /home/cea/projects/gerador_grafos/src/experimentos/power_law.py\ --output_dir\ /home/cea/projects/gerador_grafos/resultados_experimentos/exp_powerlaw_completo/1127200130\ --seeds\ 1127200130\ --max_vertices\ 1000000\ \&\>\ /home/cea/projects/gerador_grafos/resultados_experimentos/exp_powerlaw_completo/1127200130/log.txt\'; eval mkdir\ -p\ /home/cea/projects/gerador_grafos/resultados_experimentos/exp_powerlaw_completo/1127200130\ \&\&\ timeout\ --signal\=SIGKILL\ 22h\ bash\ -lc\ \'export\ PYTHONIOENCODING\=UTF-8\;\ export\ OMP_NUM_THREADS\=24\;\ export\ MKL_NUM_THREADS\=24\;\ /home/cea/tools/anaconda3/envs/gerador_grafos/bin/python3\ -u\ /home/cea/projects/gerador_grafos/src/experimentos/power_law.py\ --output_dir\ /home/cea/projects/gerador_grafos/resultados_experimentos/exp_powerlaw_completo/1127200130\ --seeds\ 1127200130\ --max_vertices\ 1000000\ \&\>\ /home/cea/projects/gerador_grafos/resultados_experimentos/exp_powerlaw_completo/1127200130/log.txt\';
12	hadoop272.research.att.com	1761337370.211	 79200.332	0	597	137	0	echo mkdir\ -p\ /home/cea/projects/gerador_grafos/resultados_experimentos/exp_powerlaw_completo/332728275\ \&\&\ timeout\ --signal\=SIGKILL\ 22h\ bash\ -lc\ \'export\ PYTHONIOENCODING\=UTF-8\;\ export\ OMP_NUM_THREADS\=24\;\ export\ MKL_NUM_THREADS\=24\;\ /home/cea/tools/anaconda3/envs/gerador_grafos/bin/python3\ -u\ /home/cea/projects/gerador_grafos/src/experimentos/power_law.py\ --output_dir\ /home/cea/projects/gerador_grafos/resultados_experimentos/exp_powerlaw_completo/332728275\ --seeds\ 332728275\ --max_vertices\ 1000000\ \&\>\ /home/cea/projects/gerador_grafos/resultados_experimentos/exp_powerlaw_completo/332728275/log.txt\'; eval mkdir\ -p\ /home/cea/projects/gerador_grafos/resultados_experimentos/exp_powerlaw_completo/332728275\ \&\&\ timeout\ --signal\=SIGKILL\ 22h\ bash\ -lc\ \'export\ PYTHONIOENCODING\=UTF-8\;\ export\ OMP_NUM_THREADS\=24\;\ export\ MKL_NUM_THREADS\=24\;\ /home/cea/tools/anaconda3/envs/gerador_grafos/bin/python3\ -u\ /home/cea/projects/gerador_grafos/src/experimentos/power_law.py\ --output_dir\ /home/cea/projects/gerador_grafos/resultados_experimentos/exp_powerlaw_completo/332728275\ --seeds\ 332728275\ --max_vertices\ 1000000\ \&\>\ /home/cea/projects/gerador_grafos/resultados_experimentos/exp_powerlaw_completo/332728275/log.txt\';
14	hadoop259.research.att.com	1761337370.224	 79200.338	0	601	137	0	echo mkdir\ -p\ /home/cea/projects/gerador_grafos/resultados_experimentos/exp_powerlaw_completo/1477598055\ \&\&\ timeout\ --signal\=SIGKILL\ 22h\ bash\ -lc\ \'export\ PYTHONIOENCODING\=UTF-8\;\ export\ OMP_NUM_THREADS\=24\;\ export\ MKL_NUM_THREADS\=24\;\ /home/cea/tools/anaconda3/envs/gerador_grafos/bin/python3\ -u\ /home/cea/projects/gerador_grafos/src/experimentos/power_law.py\ --output_dir\ /home/cea/projects/gerador_grafos/resultados_experimentos/exp_powerlaw_completo/1477598055\ --seeds\ 1477598055\ --max_vertices\ 1000000\ \&\>\ /home/cea/projects/gerador_grafos/resultados_experimentos/exp_powerlaw_completo/1477598055/log.txt\'; eval mkdir\ -p\ /home/cea/projects/gerador_grafos/resultados_experimentos/exp_powerlaw_completo/1477598055\ \&\&\ timeout\ --signal\=SIGKILL\ 22h\ bash\ -lc\ \'export\ PYTHONIOENCODING\=UTF-8\;\ export\ OMP_NUM_THREADS\=24\;\ export\ MKL_NUM_THREADS\=24\;\ /home/cea/tools/anaconda3/envs/gerador_grafos/bin/python3\ -u\ /home/cea/projects/gerador_grafos/src/experimentos/power_law.py\ --output_dir\ /home/cea/projects/gerador_grafos/resultados_experimentos/exp_powerlaw_completo/1477598055\ --seeds\ 1477598055\ --max_vertices\ 1000000\ \&\>\ /home/cea/projects/gerador_grafos/resultados_experimentos/exp_powerlaw_completo/1477598055/log.txt\';
16	hadoop264.research.att.com	1761337370.237	 79200.339	0	601	137	0	echo mkdir\ -p\ /home/cea/projects/gerador_grafos/resultados_experimentos/exp_powerlaw_completo/1157679575\ \&\&\ timeout\ --signal\=SIGKILL\ 22h\ bash\ -lc\ \'export\ PYTHONIOENCODING\=UTF-8\;\ export\ OMP_NUM_THREADS\=24\;\ export\ MKL_NUM_THREADS\=24\;\ /home/cea/tools/anaconda3/envs/gerador_grafos/bin/python3\ -u\ /home/cea/projects/gerador_grafos/src/experimentos/power_law.py\ --output_dir\ /home/cea/projects/gerador_grafos/resultados_experimentos/exp_powerlaw_completo/1157679575\ --seeds\ 1157679575\ --max_vertices\ 1000000\ \&\>\ /home/cea/projects/gerador_grafos/resultados_experimentos/exp_powerlaw_completo/1157679575/log.txt\'; eval mkdir\ -p\ /home/cea/projects/gerador_grafos/resultados_experimentos/exp_powerlaw_completo/1157679575\ \&\&\ timeout\ --signal\=SIGKILL\ 22h\ bash\ -lc\ \'export\ PYTHONIOENCODING\=UTF-8\;\ export\ OMP_NUM_THREADS\=24\;\ export\ MKL_NUM_THREADS\=24\;\ /home/cea/tools/anaconda3/envs/gerador_grafos/bin/python3\ -u\ /home/cea/projects/gerador_grafos/src/experimentos/power_law.py\ --output_dir\ /home/cea/projects/gerador_grafos/resultados_experimentos/exp_powerlaw_completo/1157679575\ --seeds\ 1157679575\ --max_vertices\ 1000000\ \&\>\ /home/cea/projects/gerador_grafos/resultados_experimentos/exp_powerlaw_completo/1157679575/log.txt\';
20	hadoop290.research.att.com	1761337370.263	 79200.331	0	597	137	0	echo mkdir\ -p\ /home/cea/projects/gerador_grafos/resultados_experimentos/exp_powerlaw_completo/359655529\ \&\&\ timeout\ --signal\=SIGKILL\ 22h\ bash\ -lc\ \'export\ PYTHONIOENCODING\=UTF-8\;\ export\ OMP_NUM_THREADS\=24\;\ export\ MKL_NUM_THREADS\=24\;\ /home/cea/tools/anaconda3/envs/gerador_grafos/bin/python3\ -u\ /home/cea/projects/gerador_grafos/src/experimentos/power_law.py\ --output_dir\ /home/cea/projects/gerador_grafos/resultados_experimentos/exp_powerlaw_completo/359655529\ --seeds\ 359655529\ --max_vertices\ 1000000\ \&\>\ /home/cea/projects/gerador_grafos/resultados_experimentos/exp_powerlaw_completo/359655529/log.txt\'; eval mkdir\ -p\ /home/cea/projects/gerador_grafos/resultados_experimentos/exp_powerlaw_completo/359655529\ \&\&\ timeout\ --signal\=SIGKILL\ 22h\ bash\ -lc\ \'export\ PYTHONIOENCODING\=UTF-8\;\ export\ OMP_NUM_THREADS\=24\;\ export\ MKL_NUM_THREADS\=24\;\ /home/cea/tools/anaconda3/envs/gerador_grafos/bin/python3\ -u\ /home/cea/projects/gerador_grafos/src/experimentos/power_law.py\ --output_dir\ /home/cea/projects/gerador_grafos/resultados_experimentos/exp_powerlaw_completo/359655529\ --seeds\ 359655529\ --max_vertices\ 1000000\ \&\>\ /home/cea/projects/gerador_grafos/resultados_experimentos/exp_powerlaw_completo/359655529/log.txt\';
22	hadoop280.research.att.com	1761337370.275	 79200.320	0	601	137	0	echo mkdir\ -p\ /home/cea/projects/gerador_grafos/resultados_experimentos/exp_powerlaw_completo/3107219804\ \&\&\ timeout\ --signal\=SIGKILL\ 22h\ bash\ -lc\ \'export\ PYTHONIOENCODING\=UTF-8\;\ export\ OMP_NUM_THREADS\=24\;\ export\ MKL_NUM_THREADS\=24\;\ /home/cea/tools/anaconda3/envs/gerador_grafos/bin/python3\ -u\ /home/cea/projects/gerador_grafos/src/experimentos/power_law.py\ --output_dir\ /home/cea/projects/gerador_grafos/resultados_experimentos/exp_powerlaw_completo/3107219804\ --seeds\ 3107219804\ --max_vertices\ 1000000\ \&\>\ /home/cea/projects/gerador_grafos/resultados_experimentos/exp_powerlaw_completo/3107219804/log.txt\'; eval mkdir\ -p\ /home/cea/projects/gerador_grafos/resultados_experimentos/exp_powerlaw_completo/3107219804\ \&\&\ timeout\ --signal\=SIGKILL\ 22h\ bash\ -lc\ \'export\ PYTHONIOENCODING\=UTF-8\;\ export\ OMP_NUM_THREADS\=24\;\ export\ MKL_NUM_THREADS\=24\;\ /home/cea/tools/anaconda3/envs/gerador_grafos/bin/python3\ -u\ /home/cea/projects/gerador_grafos/src/experimentos/power_law.py\ --output_dir\ /home/cea/projects/gerador_grafos/resultados_experimentos/exp_powerlaw_completo/3107219804\ --seeds\ 3107219804\ --max_vertices\ 1000000\ \&\>\ /home/cea/projects/gerador_grafos/resultados_experimentos/exp_powerlaw_completo/3107219804/log.txt\';
8	hadoop261.research.att.com	1761337370.185	 79200.433	0	597	137	0	echo mkdir\ -p\ /home/cea/projects/gerador_grafos/resultados_experimentos/exp_powerlaw_completo/182649370\ \&\&\ timeout\ --signal\=SIGKILL\ 22h\ bash\ -lc\ \'export\ PYTHONIOENCODING\=UTF-8\;\ export\ OMP_NUM_THREADS\=24\;\ export\ MKL_NUM_THREADS\=24\;\ /home/cea/tools/anaconda3/envs/gerador_grafos/bin/python3\ -u\ /home/cea/projects/gerador_grafos/src/experimentos/power_law.py\ --output_dir\ /home/cea/projects/gerador_grafos/resultados_experimentos/exp_powerlaw_completo/182649370\ --seeds\ 182649370\ --max_vertices\ 1000000\ \&\>\ /home/cea/projects/gerador_grafos/resultados_experimentos/exp_powerlaw_completo/182649370/log.txt\'; eval mkdir\ -p\ /home/cea/projects/gerador_grafos/resultados_experimentos/exp_powerlaw_completo/182649370\ \&\&\ timeout\ --signal\=SIGKILL\ 22h\ bash\ -lc\ \'export\ PYTHONIOENCODING\=UTF-8\;\ export\ OMP_NUM_THREADS\=24\;\ export\ MKL_NUM_THREADS\=24\;\ /home/cea/tools/anaconda3/envs/gerador_grafos/bin/python3\ -u\ /home/cea/projects/gerador_grafos/src/experimentos/power_law.py\ --output_dir\ /home/cea/projects/gerador_grafos/resultados_experimentos/exp_powerlaw_completo/182649370\ --seeds\ 182649370\ --max_vertices\ 1000000\ \&\>\ /home/cea/projects/gerador_grafos/resultados_experimentos/exp_powerlaw_completo/182649370/log.txt\';
24	hadoop283.research.att.com	1761337370.288	 79200.340	0	597	137	0	echo mkdir\ -p\ /home/cea/projects/gerador_grafos/resultados_experimentos/exp_powerlaw_completo/911079554\ \&\&\ timeout\ --signal\=SIGKILL\ 22h\ bash\ -lc\ \'export\ PYTHONIOENCODING\=UTF-8\;\ export\ OMP_NUM_THREADS\=24\;\ export\ MKL_NUM_THREADS\=24\;\ /home/cea/tools/anaconda3/envs/gerador_grafos/bin/python3\ -u\ /home/cea/projects/gerador_grafos/src/experimentos/power_law.py\ --output_dir\ /home/cea/projects/gerador_grafos/resultados_experimentos/exp_powerlaw_completo/911079554\ --seeds\ 911079554\ --max_vertices\ 1000000\ \&\>\ /home/cea/projects/gerador_grafos/resultados_experimentos/exp_powerlaw_completo/911079554/log.txt\'; eval mkdir\ -p\ /home/cea/projects/gerador_grafos/resultados_experimentos/exp_powerlaw_completo/911079554\ \&\&\ timeout\ --signal\=SIGKILL\ 22h\ bash\ -lc\ \'export\ PYTHONIOENCODING\=UTF-8\;\ export\ OMP_NUM_THREADS\=24\;\ export\ MKL_NUM_THREADS\=24\;\ /home/cea/tools/anaconda3/envs/gerador_grafos/bin/python3\ -u\ /home/cea/projects/gerador_grafos/src/experimentos/power_law.py\ --output_dir\ /home/cea/projects/gerador_grafos/resultados_experimentos/exp_powerlaw_completo/911079554\ --seeds\ 911079554\ --max_vertices\ 1000000\ \&\>\ /home/cea/projects/gerador_grafos/resultados_experimentos/exp_powerlaw_completo/911079554/log.txt\';
28	hadoop271.research.att.com	1761337370.314	 79200.338	0	601	137	0	echo mkdir\ -p\ /home/cea/projects/gerador_grafos/resultados_experimentos/exp_powerlaw_completo/3959116112\ \&\&\ timeout\ --signal\=SIGKILL\ 22h\ bash\ -lc\ \'export\ PYTHONIOENCODING\=UTF-8\;\ export\ OMP_NUM_THREADS\=24\;\ export\ MKL_NUM_THREADS\=24\;\ /home/cea/tools/anaconda3/envs/gerador_grafos/bin/python3\ -u\ /home/cea/projects/gerador_grafos/src/experimentos/power_law.py\ --output_dir\ /home/cea/projects/gerador_grafos/resultados_experimentos/exp_powerlaw_completo/3959116112\ --seeds\ 3959116112\ --max_vertices\ 1000000\ \&\>\ /home/cea/projects/gerador_grafos/resultados_experimentos/exp_powerlaw_completo/3959116112/log.txt\'; eval mkdir\ -p\ /home/cea/projects/gerador_grafos/resultados_experimentos/exp_powerlaw_completo/3959116112\ \&\&\ timeout\ --signal\=SIGKILL\ 22h\ bash\ -lc\ \'export\ PYTHONIOENCODING\=UTF-8\;\ export\ OMP_NUM_THREADS\=24\;\ export\ MKL_NUM_THREADS\=24\;\ /home/cea/tools/anaconda3/envs/gerador_grafos/bin/python3\ -u\ /home/cea/projects/gerador_grafos/src/experimentos/power_law.py\ --output_dir\ /home/cea/projects/gerador_grafos/resultados_experimentos/exp_powerlaw_completo/3959116112\ --seeds\ 3959116112\ --max_vertices\ 1000000\ \&\>\ /home/cea/projects/gerador_grafos/resultados_experimentos/exp_powerlaw_completo/3959116112/log.txt\';
26	hadoop267.research.att.com	1761337370.300	 79200.355	0	601	137	0	echo mkdir\ -p\ /home/cea/projects/gerador_grafos/resultados_experimentos/exp_powerlaw_completo/1642444692\ \&\&\ timeout\ --signal\=SIGKILL\ 22h\ bash\ -lc\ \'export\ PYTHONIOENCODING\=UTF-8\;\ export\ OMP_NUM_THREADS\=24\;\ export\ MKL_NUM_THREADS\=24\;\ /home/cea/tools/anaconda3/envs/gerador_grafos/bin/python3\ -u\ /home/cea/projects/gerador_grafos/src/experimentos/power_law.py\ --output_dir\ /home/cea/projects/gerador_grafos/resultados_experimentos/exp_powerlaw_completo/1642444692\ --seeds\ 1642444692\ --max_vertices\ 1000000\ \&\>\ /home/cea/projects/gerador_grafos/resultados_experimentos/exp_powerlaw_completo/1642444692/log.txt\'; eval mkdir\ -p\ /home/cea/projects/gerador_grafos/resultados_experimentos/exp_powerlaw_completo/1642444692\ \&\&\ timeout\ --signal\=SIGKILL\ 22h\ bash\ -lc\ \'export\ PYTHONIOENCODING\=UTF-8\;\ export\ OMP_NUM_THREADS\=24\;\ export\ MKL_NUM_THREADS\=24\;\ /home/cea/tools/anaconda3/envs/gerador_grafos/bin/python3\ -u\ /home/cea/projects/gerador_grafos/src/experimentos/power_law.py\ --output_dir\ /home/cea/projects/gerador_grafos/resultados_experimentos/exp_powerlaw_completo/1642444692\ --seeds\ 1642444692\ --max_vertices\ 1000000\ \&\>\ /home/cea/projects/gerador_grafos/resultados_experimentos/exp_powerlaw_completo/1642444692/log.txt\';
30	hadoop270.research.att.com	1761337370.328	 79200.333	0	601	137	0	echo mkdir\ -p\ /home/cea/projects/gerador_grafos/resultados_experimentos/exp_powerlaw_completo/2991474091\ \&\&\ timeout\ --signal\=SIGKILL\ 22h\ bash\ -lc\ \'export\ PYTHONIOENCODING\=UTF-8\;\ export\ OMP_NUM_THREADS\=24\;\ export\ MKL_NUM_THREADS\=24\;\ /home/cea/tools/anaconda3/envs/gerador_grafos/bin/python3\ -u\ /home/cea/projects/gerador_grafos/src/experimentos/power_law.py\ --output_dir\ /home/cea/projects/gerador_grafos/resultados_experimentos/exp_powerlaw_completo/2991474091\ --seeds\ 2991474091\ --max_vertices\ 1000000\ \&\>\ /home/cea/projects/gerador_grafos/resultados_experimentos/exp_powerlaw_completo/2991474091/log.txt\'; eval mkdir\ -p\ /home/cea/projects/gerador_grafos/resultados_experimentos/exp_powerlaw_completo/2991474091\ \&\&\ timeout\ --signal\=SIGKILL\ 22h\ bash\ -lc\ \'export\ PYTHONIOENCODING\=UTF-8\;\ export\ OMP_NUM_THREADS\=24\;\ export\ MKL_NUM_THREADS\=24\;\ /home/cea/tools/anaconda3/envs/gerador_grafos/bin/python3\ -u\ /home/cea/projects/gerador_grafos/src/experimentos/power_law.py\ --output_dir\ /home/cea/projects/gerador_grafos/resultados_experimentos/exp_powerlaw_completo/2991474091\ --seeds\ 2991474091\ --max_vertices\ 1000000\ \&\>\ /home/cea/projects/gerador_grafos/resultados_experimentos/exp_powerlaw_completo/2991474091/log.txt\';
